"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"Maharashtra State Warehousing Corporation","MUSALGAON (NASHIK)","6614887","Plot No. 142/2,, MUSALGAON MIDC MUSALGAON","Nashik","MAHARASHTRA","3000","13-Aug-2022","12-Aug-2027","8408882562","Active",""
"Maharashtra State Warehousing Corporation","CHINCHOLI (MIDC)","6584825","B/10 CHINCHOLI MIDC,","Solapur","MAHARASHTRA","21905","30-May-2022","29-May-2027","9158008754","Active",""
"APMC ,CHANDRAPUR","APMC,chandrapur","6691299","APMC,datala road ,chandrapur,","Chandrapur","MAHARASHTRA","1147","01-Mar-2023","28-Feb-2028","9822711612","Active",""
"Agricultural Produce Market Committee Kurduvadi","Agricultural Produce Market Committee Kurduwadi","6840060","APMC Kurduwadi Market yard, Tembhurni Road","Solapur","MAHARASHTRA","1147","18-Jan-2024","17-Jan-2029","9284915656","Active",""
"NEETA BIYANI","Aai Ekveera Cold Storage","7074248","Gat No.-376/2, Naigao Budruk","Dhule","MAHARASHTRA","6202","22-Apr-2025","21-Apr-2030","9823442140","Active",""
"StarAgriWarehousing CollateralManagementLimited","JAI WAREHOUSING CORPORATION","6868145","Godown No. - 5, Survey No. - 45/3, Mangrulpir Road,, At. - Barshitakli, Dist. - Akola","Akola","MAHARASHTRA","1496","21-Feb-2024","20-Nov-2028","9314058569","Active",""
"StarAgriWarehousing CollateralManagementLimited","SAU RITA AJIT GUPTA & SAU NEHA SARVESH SHRAWAGI & SHREYA SAURABH AGRAWAL","7015654","GODOWN NO 1 AT GUT NO 128 WADALI SATWAI, TQ AKOT DIST AKOLA 444101","Akola","MAHARASHTRA","2220","03-Feb-2025","02-Feb-2030","9314058569","Active",""
"StarAgriWarehousing CollateralManagementLimited","MANOHAR COLD STORAGE & AGROTECH","4091671","CHAMBER NO A,A1,B,B1, Gat No. - 423, Kupwad - Tanang Road,, A/p - Tanang, Tal - Miraj, Dist - Sangli","Sangli","MAHARASHTRA","820","30-Mar-2021","29-Mar-2026","9314058569","Active",""
"StarAgriWarehousing CollateralManagementLimited","Star Agri Warehousing & Collateral Management Limited C/o Ramabai Nandlal Agarwal","1006683","Godown No. 1 & 3, Plot No. 3, 4, 5, Survey No. 157/1, At Khanapur, Trimbakpur,","Akola","MAHARASHTRA","1410","01-Mar-2023","24-Mar-2028","9314058569","Active",""
"Maharashtra State Warehousing Corporation","MAHARASHTRA STATE WAREHOUSING CORPORATION, WAI BAZAR","6584734","Mahur Kinwat Rd., APMC Market Yard Wai Bazar,, WAI BAZAR","Nanded","MAHARASHTRA","3150","30-May-2022","29-May-2027","9960440933","Active",""
"National Commodities Management Services Limited","NCML own warehouse, Hinganghat","7114200","Survey No. 78 & 79 Village Chichghat (Rathi), Tehsil Hinganghat","Wardha","MAHARASHTRA","19800","17-Jul-2025","16-Jan-2028","8208091284","Active",""
"Maharashtra State Warehousing Corporation","Maharashtra State Warehousing Corporation, Undri","6593826","Chikhali Road, Undri,","Buldana","MAHARASHTRA","2000","13-Jun-2022","12-Jun-2027","8855899877","Active",""
"Kirandevi Poddar","Kirandevi poddar","6987390","Survey No. 436/1, 3, 4, 5, Mouza- Gumthala, Bhandara Road, Nagpur","Nagpur","MAHARASHTRA","4419","18-Oct-2024","17-Oct-2027","9890954625","Active",""
"Rajtara Warehouses","Rajtara Warehouses","6931414","Gut No.68 Nandgaon Road Latur,","Latur","MAHARASHTRA","10847","16-May-2024","15-May-2026","7721910111","Active",""
"National Commodities Management Services Limited","ADITI GAJANAN SHROWGI","6959944","SURVEY NO.-10/A/2, VILLAGE- THAR , TALUKA- TELHARA,","Akola","MAHARASHTRA","4971","22-Jul-2024","21-Jan-2029","7387056402","Active",""
"National Commodities Management Services Limited","SHREE SALASAR CORPORATION","6704613","HIWARKHED ROAD, TAL.,","Akola","MAHARASHTRA","3250","31-Mar-2023","30-Sep-2027","7387056402","Active",""
"National Commodities Management Services Limited","Arihant Udyog","2471651","Compartment no.1,Survey No. plot no. N-126, MIDC 4 Akola","Akola","MAHARASHTRA","2668","12-Jul-2024","08-Feb-2029","7387056402","Active",""
"National Commodities Management Services Limited","National Collateral Management Services Limited","1004639","C/o Ambika Warehouse, Godown No. 1&2, Sy. No. 24/1, Telhara,","Akola","MAHARASHTRA","3335","26-May-2023","26-Nov-2027","7387056402","Active",""
"RAJTARA VENTURES PRIVATE LIMITED","RAJTARA VENTURES PRIVATE LIMITED","6949051","GUT NO 76 77, NANDGAON ROAD BHAMBRI CHOWK","Latur","MAHARASHTRA","12320","21-Jun-2024","20-Jun-2029","7721910111","Active",""
"DEVA WAREHOUSES","DEVA WAREHOUSES","7065600","GUT NO 71,72,","Parbhani","MAHARASHTRA","30000","07-Apr-2025","06-Jan-2030","9975765001","Active",""
"National Commodities Management Services Limited","Asha Vijay Agrawal Warehouse","6547020","NCML C/O Plot no 1 Survey no 11 Mouja Jogban Hiwarkhed raod At Po Akot Village: Akot, Taluka Akot Dist : Akola Maharashtra Pin 444101","Akola","MAHARASHTRA","3156","06-Mar-2025","23-Dec-2027","7387056402","Active",""
"National Commodities Management Services Limited","NCML OWN WAREHOUSE","6910624","NCML OWN WAREHOUSE GATE NO-443,OLD SERVEY NO-169/2,165/1,166/2,169/4B,AT/P-TANANG,TAL-MIRAJ,DIST-SANGLI,","Sangli","MAHARASHTRA","4677","11-Apr-2024","10-Oct-2028","8448397322","Active",""
"Agricultural Produce Market Committee Baramati, Jalochi Subyard","Agriculture Produce Market Committee Baramati, Jalochi subyard","6998918","Jalochi subyard, Jalochi-Pimpali road","Pune","MAHARASHTRA","1147","28-Nov-2024","27-Nov-2029","9860305093","Active",""
"APMC Deola","APMC Devala","7010796","New Market yard, Deola-Kalwan Road,","Nashik","MAHARASHTRA","1000","20-Jan-2025","19-Jan-2030","9881017378","Active",""
"Aroma organice agro producer company limited","Aroma Organice Agro Producer Co Ltd","7035181","Gat no 258, Bhokaramba, Renapur","Latur","MAHARASHTRA","2160","10-Mar-2025","09-Mar-2030","9404551000","Active",""
"APMC Karjat","APMC Karjat","6982714","Dahiwal tarfe Tal. Karjat,","Raigarh","MAHARASHTRA","1000","01-Oct-2024","30-Sep-2029","9200951253","Active",""
"Agriculture produce market committee, Narkhed","Agri.produce market comitee,Narkhed","7082886","APMC narkhed TQ.narkhed,","Nagpur","MAHARASHTRA","1147","30-Apr-2025","29-Apr-2030","7769824489","Active",""
"StarAgriWarehousing CollateralManagementLimited","SHWETA SANDEEP AGRAWAL","6537120","Godown No - 3 & 4, Survey No. - 148-6, Mouje Khanapur ,, Trambakpur, Tq. - Akot, Dist. - Akola","Akola","MAHARASHTRA","4978","13-Oct-2021","12-Apr-2026","9314058569","Active",""
"Maharashtra State Warehousing Corporation","Georai","6596977","MSWC, APMC Area,, Beed Road, Georai , Beed- 431127","Bid","MAHARASHTRA","6820","23-Jun-2022","22-Jun-2027","8788575878","Active",""
"SHREE JAGDAMBA LOGISTICS","SHREE JAGDAMBA LOGISTICS","6973804","MALEGAON KH., TAL BARAMATI DIST PUNE","Pune","MAHARASHTRA","20000","31-Aug-2024","30-Aug-2029","9623990000","Active",""
"CNX CORPORATION LIMITED","Rohini agrotech","9851645","gate no 19, Hisssa no 31/2 B, opposite shah lulla mahanager","Sangli","MAHARASHTRA","2305","24-Dec-2020","23-Dec-2025","9820159995","Active",""
"Central Warehousing Corporation","CW KOLHAPUR","6995401","SHAHU MARKET YARD,, KOLHAPUR","Kolhapur","MAHARASHTRA","14145","20-Nov-2024","19-Nov-2029","9766040846","Active",""
"Shree Shubham Logistics Limited","SHREE SHUBHAM LOGISTICS LIMITED C/O SULBHA NITIN AGRAWAL WAREHOUSE,","2211642","SURVEY NO.11, PLOT NO.04, MOUJE- JOGBAN,, TALUKA-AKOT, DISTRICT-AKOLA, MAHARASHTRA.","Akola","MAHARASHTRA","3202","22-Jan-2021","21-Jan-2026","9850377732","Active",""
"Yamada Logistics Private Limited","Yamada Logistic Limited c/o anirudh vimal kumar goenka","7002421","Warehouse no. 02 (part), gate no. 101/1,101/2,101/3,, opposite nilons factory, jalgaon mumbai highway, village musai bujru, taluka dharangaon, dist. jalgaon.","Jalgaon","MAHARASHTRA","3419","12-Dec-2024","11-Dec-2029","9977337303","Active",""
"APMC Dondaicha","Apmc Dondaicha","7001076","Nandurbar Road, Station Area,","Dhule","MAHARASHTRA","1000","09-Dec-2024","08-Dec-2029","9423917202","Active",""
"SHANTABAI DHUMAL","Banai Dnyaba Dhumal Agro Infratech And Value Addition Chain Telgaon(BK)","7037435","NH-5489 (Khamgaon-Sangola), Loknete Sunderrao S.S.S.I,North side,Krushnainagr, Telgaon(BK),Tq-Dharur","Bid","MAHARASHTRA","2000","12-Mar-2025","11-Mar-2030","9765145728","Active",""
"PHOENIX ENTERPRISES","PHOENIX ENTERPRISES","7069651","SR NO 472/1/A,","Nandurbar","MAHARASHTRA","7500","11-Apr-2025","10-Apr-2030","9923056090","Active",""
"Prashant Thote","M/S Gola Mdh Warehouse","6714513","Khasra No-128/4,Near Bhori Village Kamthik Guntala road,","Nagpur","MAHARASHTRA","6650","02-May-2023","01-May-2028","6361254542","Active",""
"S Manilal And Company","S Manilal & Company","7077399","Gat No. 268, Miraj Pandarpur Road","Sangli","MAHARASHTRA","1540","24-Apr-2025","23-Oct-2029","9922244118","Active",""
"StarAgriWarehousing CollateralManagementLimited","Shrinivas Engineering & Allied Works Private Limited","7128960","Godown No. 4, Plot No. D-89, MIDC, Nanded MH 431602","Nanded","MAHARASHTRA","2510","12-Aug-2025","11-Aug-2030","9314058569","Active",""
"Yamada Logistics Private Limited","Yamada Logistics Ltd C/O Karuna Santosh Dubey Warehouse","7001340","GT NO. 44 OSMAN NAGAR ROAD,, GUNDEGAON NANDED-431606","Nanded","MAHARASHTRA","1553","09-Dec-2024","08-Dec-2029","9977337303","Active",""
"VAISHNAVI COLD STORAGE","Vaishnavi Cold Storage","7107907","Gat No.104 Tasgaon Manerajuri Road Next to Anand Sagar School Tasgaon,","Sangli","MAHARASHTRA","1500","30-Jun-2025","29-Jun-2030","8551056840","Active",""
"JAYDEEP WANKHEDE","AULTUS WAREHOUSING AND COLD STORAGE","6998371","SR NO-314,PLOT NO-4 PUNE MARBLE SOC, PUNE","Pune","MAHARASHTRA","1432","26-Nov-2024","25-Nov-2029","9158274599","Active",""
"Padma Rathi","Padma Rathi Warehouse","7073430","Survey No.102 Mouza- Kolhi, Tah- Hinganghat, Dist- Wardha","Wardha","MAHARASHTRA","4815","22-Apr-2025","21-Oct-2029","9850308030","Active",""
"sahara warehousing services","Sahara Warehousing Services Godown1","7094857","gut no 66, behind rukmini gases, georai tanda","Aurangabad","MAHARASHTRA","10176","26-May-2025","25-May-2028","8409111111","Active",""
"SANT NAMDEV NAGRI SAHAKARI PAT SANSTHA MARYA DIST HINGOLI JI HINGOLI","SANT NAMDEV NAGARI SAHAKARI PATSANSTHA MARYADIT,HINGOLI","7115371","RAHOLI KHURD, TQ DIST HINGOLI","Hingoli","MAHARASHTRA","5800","18-Jul-2025","17-Jul-2030","9764555001","Active",""
"National Commodities Management Services Limited","Sakshi pravin chandak And Krishana Pravin chandak Warehouse","6695613","GUT NO 158 waldivthana Anjangaon road Akot,","Akola","MAHARASHTRA","3083","15-Mar-2023","14-Sep-2027","7387056402","Active",""
"Shree Shubham Logistics Limited","SONIKA NILESH PALIWAL WAREHOUSE,","6651426","GAT NO.193 AT WAI, POST - CHANDIKAPUR,, ANJANGAON ROAD, AKOT, DISTRICT-AKOLA, MAHARASHTRA.","Akola","MAHARASHTRA","2398","15-Nov-2022","14-Nov-2027","9850377732","Active",""
"Shree Shubham Logistics Limited","M/s Shree Shubham Logistics Limited","1003128","Gat No. 94 & 95, Barshi Road, Village - Murud Akola, Tehsil - Latur,","Latur","MAHARASHTRA","31200","31-Jan-2023","31-Mar-2028","7057329064","Active",""
